položaj,ime,celina,država,ocena,višinska_razlika,proge,modre,rdeče,črne,žičnice
1213,Wintergreen Resort,North America,USA,2.8,305.0,10.0,2.0,4.0,4.0,5
1213,TschentenAlp – Adelboden,Europe,Switzerland,2.8,583.0,10.0,1.5,7.0,1.5,4
1213,Sun Alpina Sanosaka,Asia,Japan,2.8,460.0,10.0,4.0,4.0,2.0,5
1213,Adatara Kogen Resort,Asia,Japan,2.8,370.0,10.0,3.0,5.0,2.0,5
1213,Yabuhara Kogen,Asia,Japan,2.8,589.0,10.0,3.5,4.0,2.5,6
1213,Sommet Edelweiss,North America,Canada,2.8,200.0,10.0,4.5,2.5,3.0,4
1213,Puerto Navacerrada,Europe,Spain,2.8,471.0,10.0,3.0,6.0,1.0,5
1213,Manzaneda,Europe,Spain,2.8,255.0,10.0,8.0,2.0,0.0,6
1213,Tengendai,Asia,Japan,2.7,900.0,10.0,3.0,4.0,3.0,4
1213,Crêt-Béni/La Combe – La Chapelle d'Abondance,Europe,France,2.7,610.0,10.0,4.0,6.0,0.0,7
1213,Mont Ste-Marie,North America,Canada,2.7,380.0,10.0,5.0,4.0,1.0,4
1213,Biwako Valley,Asia,Japan,2.7,224.0,10.0,3.0,6.0,1.0,8
1213,Shirakaba 2in1,Asia,Japan,2.7,258.0,10.0,4.0,4.0,2.0,6
1213,Hyper Bowl Tohachi,Asia,Japan,2.7,550.0,10.0,2.0,5.0,3.0,4
1213,Jackson Creek Summit (Snowriver Mountain Resort),North America,USA,2.7,195.0,10.0,2.0,3.0,5.0,7
1213,Hakkoda,Asia,Japan,2.7,666.0,10.0,2.0,6.0,2.0,3
1213,Ben Eoin,North America,Canada,2.7,140.0,10.0,3.0,4.0,3.0,nan
1213,Gerlosstein,Europe,Austria,nan,907.0,10.0,1.0,8.0,1.0,5
1213,Devil's Head,North America,USA,2.7,153.0,10.0,3.0,3.5,3.5,6
1213,Asessippi,North America,Canada,2.7,152.0,10.0,4.0,3.0,3.0,3
1213,Nekoma,Asia,Japan,2.7,311.0,10.0,3.0,4.0,3.0,6
1213,Chunkurchak,Asia,Kyrgyzstan,2.7,370.0,10.0,2.5,5.0,2.5,5
1213,Bear Creek Mountain Resort,North America,USA,2.7,155.0,10.0,3.0,4.0,3.0,4
1213,Big Powderhorn Mountain,North America,USA,2.7,190.0,10.0,3.5,3.5,3.0,11
1213,Meadowlark Ski Lodge,North America,USA,2.7,243.0,10.0,3.0,4.0,3.0,3
1213,Cloudcroft,North America,USA,2.7,213.0,10.0,3.4,3.0,3.6,2
1213,La Sambuy – Seythenex  (temporarily closed),Europe,France,2.7,701.0,10.0,3.0,3.0,4.0,5
1213,Canaan Valley,North America,USA,2.7,259.0,10.0,3.0,4.0,3.0,4
1213,Moiwayama Ski Jo,Asia,Japan,2.7,275.0,10.0,4.0,4.0,2.0,5
1213,Cooper Spur,North America,USA,2.7,106.0,10.0,4.0,4.0,2.0,nan
1213,Hiraniwa Kogen,Asia,Japan,2.7,210.0,10.0,5.0,3.0,2.0,3
1213,Searchmont,North America,Canada,2.7,214.0,10.0,2.0,6.0,2.0,4
1213,Aizu Kogen Nango,Asia,Japan,2.7,490.0,10.0,3.0,5.0,2.0,4
1213,Chateau Shiozawa,Asia,Japan,2.7,369.0,10.0,4.0,4.0,2.0,4
1213,Marquette Mountain,North America,USA,2.7,150.0,10.0,1.5,5.0,3.5,4
1213,Soda Springs,North America,USA,2.7,172.0,10.0,3.0,5.0,2.0,2
1213,Mt. Waterman,North America,USA,2.7,320.0,10.0,2.0,2.0,6.0,3
1213,Nayoro Piyashiri,Asia,Japan,2.7,480.0,10.0,5.0,2.0,3.0,4
1213,Saklikent,Asia,Turkey,2.7,697.0,10.0,5.0,3.0,2.0,3
1213,Bear Paw Ski Bowl,North America,USA,2.7,329.0,10.0,3.0,6.0,1.0,2
1213,Mont Farlagne,North America,Canada,2.7,188.0,10.0,3.0,3.5,3.5,3
1213,Anthony Lakes Mountain Resort,North America,USA,2.7,274.0,10.0,2.0,3.8,4.2,2
1213,Mount Sima,North America,Canada,2.7,335.0,10.0,5.0,3.0,2.0,2
1213,Winterplace,North America,USA,2.7,184.0,10.0,3.7,4.0,2.3,10
1213,Sugarloaf Provincial Park,North America,Canada,2.7,155.0,10.0,2.5,5.0,2.5,3
1213,Ohau,Australia and Oceania,New Zealand,2.7,400.0,10.0,2.0,5.0,3.0,2
1213,Monte Baldo – Malcesine/Prà Alpesina,Europe,Italy,2.7,391.0,10.0,2.0,6.0,2.0,6
1213,Black River Basin (Snowriver Mountain Resort),North America,USA,2.7,149.0,10.0,2.0,4.0,4.0,6
1213,Wentworth,North America,Canada,2.7,248.0,10.0,5.0,4.0,1.0,3
1213,Badger Pass,North America,USA,2.7,245.0,10.0,3.5,5.0,1.5,5
1213,Montcalm,North America,Canada,2.7,140.0,10.0,4.0,4.0,2.0,8
1213,Mont Saint-Bruno – Saint-Bruno-de-Montarville,North America,Canada,2.7,134.0,10.0,5.5,3.3,1.2,8
1213,Snow Ridge,North America,USA,2.7,152.0,10.0,1.0,4.0,5.0,5
1213,Oukaïmeden,Africa,Morocco,2.7,652.0,10.0,5.0,3.0,2.0,7
1213,Brusson – Estoul,Europe,Italy,2.7,498.0,10.0,3.0,7.0,0.0,4
1213,Hesperus Ski Area  (temporarily closed),North America,USA,2.7,183.0,10.0,3.0,5.0,2.0,2
1213,Euroasia,Europe,Russia,2.7,240.0,10.0,7.6,2.4,0.0,2
1213,Ebenalp-Horn – Wasserauen/Schwende,Europe,Switzerland,2.6,872.0,10.0,1.0,7.5,1.5,7
1213,White Hills,North America,Canada,2.6,227.0,10.0,1.2,4.2,4.6,2
1213,Silver Summit  (temporarily closed),North America,Canada,2.6,220.0,10.0,4.0,4.0,2.0,3
1213,Fairmont Hot Springs,North America,Canada,2.6,305.0,10.0,4.0,4.0,2.0,3
1213,Mont-Saint-Mathieu,North America,Canada,2.6,219.0,10.0,3.0,3.0,4.0,2
1213,Monte Amiata,Europe,Italy,2.6,368.0,10.0,1.2,6.1,2.7,7
1213,Porters,Australia and Oceania,New Zealand,2.6,680.0,10.0,5.0,0.0,5.0,5
1213,Mount Baldy – Thunder Bay,North America,Canada,2.6,145.0,10.0,3.0,3.0,4.0,3
1213,Mt. Dobson,Australia and Oceania,New Zealand,2.6,354.0,10.0,2.0,5.0,3.0,4
1213,Charlotte Pass,Australia and Oceania,Australia,2.6,189.0,10.0,1.0,8.0,1.0,4
1213,Ochapowace,North America,Canada,2.6,167.0,10.0,5.0,3.0,2.0,5
1213,Kashka Suu,Asia,Kyrgyzstan,2.6,400.0,10.0,0.0,10.0,0.0,2
1213,Gassan – Nishikawa,Asia,Japan,2.6,435.0,10.0,5.0,5.0,0.0,3
1213,Dragobrat,Europe,Ukraine,2.6,303.0,10.0,4.0,5.0,1.0,13
1213,Selwyn Snowfields,Australia and Oceania,Australia,2.6,122.0,10.0,9.0,0.0,1.0,8
1213,Ventron  (temporarily closed),Europe,France,2.6,280.0,10.0,5.0,4.0,1.0,9
1213,Laye,Europe,France,2.5,550.0,10.0,4.0,5.0,1.0,5
1213,Laguiole,Europe,France,2.5,217.0,10.0,4.2,4.0,1.8,10
1213,Storefjell,Europe,Norway,2.5,209.0,10.0,6.7,2.7,0.6,3
1213,Valdres Alpinsenter,Europe,Norway,2.5,360.0,10.0,6.0,2.0,2.0,5
1213,Münstertal-Wieden,Europe,Germany,2.5,360.0,10.0,3.0,5.0,2.0,6
1213,Le Markstein,Europe,France,2.5,240.0,10.0,6.0,3.0,1.0,9
1213,Salla,Europe,Finland,2.5,192.0,10.0,5.0,3.0,2.0,7
1213,L'Abbaye,Europe,Switzerland,2.5,427.0,10.0,6.0,3.0,1.0,4
1213,Craigieburn,Australia and Oceania,New Zealand,2.5,501.0,10.0,1.0,3.0,6.0,3
1213,Le Pâquier – Crêt-du-Puy,Europe,Switzerland,2.5,401.0,10.0,5.5,2.5,2.0,3
1213,Lemonsjø Alpinsenter (Jotunheimen),Europe,Norway,2.5,360.0,10.0,4.0,5.0,1.0,nan
1213,Näsfjället i Sälen  (temporarily closed),Europe,Sweden,2.5,190.0,10.0,5.0,3.0,2.0,2
1213,Grong,Europe,Norway,2.5,485.0,10.0,3.5,5.5,1.0,4
1213,Bumbach (Schangnau),Europe,Switzerland,2.5,445.0,10.0,6.0,3.0,1.0,4
1213,Neusell – Rothenthurm-Biberegg,Europe,Switzerland,2.5,375.0,10.0,5.0,3.5,1.5,3
1213,Šachtičky,Europe,Slovakia,2.5,302.0,10.0,3.0,5.0,2.0,5
1213,Nalovardo,Europe,Sweden,2.5,314.0,10.0,3.0,6.0,1.0,3
1213,Les Breuleux,Europe,Switzerland,2.5,176.0,10.0,5.0,4.0,1.0,2
1213,Mount Baw Baw,Australia and Oceania,Australia,2.5,110.0,10.0,7.0,3.0,0.0,6
1213,Rainbow Valley,Australia and Oceania,New Zealand,2.5,218.0,10.0,2.5,5.5,2.0,5
1213,Broken River Ski Field,Australia and Oceania,New Zealand,2.4,395.0,10.0,1.0,3.0,6.0,6
1213,Sucha Dolina – Kosarzyska (Piwniczna-Zdrój),Europe,Poland,nan,140.0,10.0,nan,nan,nan,11
1213,Pikku-Syöte/Syötekeskus,Europe,Finland,2.4,121.0,10.0,10.0,0.0,0.0,5
1213,Aizu Kogen Takahata,Asia,Japan,nan,520.0,10.0,2.0,5.0,3.0,3
1213,Kawachisenjo Onsen Kanazawa Seymour,Asia,Japan,nan,730.0,10.0,2.0,6.0,2.0,4
1213,Temple Basin,Australia and Oceania,New Zealand,2.4,427.0,10.0,2.5,5.0,2.5,3
1213,Saint-Pacôme  (temporarily closed),North America,Canada,nan,150.0,10.0,4.0,3.0,3.0,2
1213,Kamoidake Kokusai,Asia,Japan,nan,251.0,10.0,3.0,3.0,4.0,4
1213,Geihoku Kokusai,Asia,Japan,nan,426.0,10.0,4.0,5.5,0.5,5
1213,Tanbara Ski Park,Asia,Japan,nan,300.0,10.0,3.5,4.5,2.0,6
1213,Xiling Snow Mountain,Asia,China,nan,200.0,10.0,nan,nan,nan,5
1329,Gautefall,Europe,Norway,2.9,200.0,9.9,4.5,4.4,1.0,2
1329,Grand Sunpia Inawashiro,Asia,Japan,2.8,437.0,9.9,4.1,4.3,1.5,4
1329,Altastenberg,Europe,Germany,2.7,200.0,9.9,4.1,2.3,3.5,8
1329,Tateyama Sanroku – Gokurakuzaka/Raicho Valley,Asia,Japan,2.7,667.0,9.9,1.4,4.2,4.3,7
1329,Warner Canyon – Lakeview,North America,USA,2.7,238.0,9.9,2.4,1.6,5.9,nan
1334,Marunuma Kogen,Asia,Japan,2.8,612.0,9.8,7.4,1.2,1.2,13
1335,Denizli – Tavas,Asia,Turkey,3.0,391.0,9.7,1.9,6.1,1.7,4
1335,Narvikfjellet – Narvik,Europe,Norway,2.8,885.0,9.7,5.9,3.8,0.0,6
1335,Kusatsu Onsen,Asia,Japan,2.8,355.0,9.7,7.4,2.3,0.0,9
1335,Le Chantecler,North America,Canada,2.7,184.0,9.7,3.3,2.8,3.6,2
1335,West Mountain,North America,USA,2.7,298.0,9.7,5.9,2.1,1.7,5
1335,Porcupine Mountain,North America,USA,2.7,192.0,9.7,3.2,3.5,3.0,3
1335,Mont Bélu,North America,Canada,2.6,164.0,9.7,2.3,2.1,5.3,2
1342,Ardahan – Yalnızçam,Asia,Turkey,3.0,545.0,9.6,3.2,6.4,0.0,3
1342,Alpental,North America,USA,2.8,708.0,9.6,0.5,2.3,6.8,4
1342,Malinô Brdo – Ružomberok,Europe,Slovakia,2.8,664.0,9.6,2.3,6.0,1.3,9
1342,Paseky nad Jizerou,Europe,Czech Republic,2.8,240.0,9.6,5.8,3.8,0.0,6
1342,Pescegallo – Valgerola,Europe,Italy,2.7,550.0,9.6,4.6,2.0,3.0,3
1342,Campo Catino,Europe,Italy,2.6,325.0,9.6,1.6,4.8,3.2,6
1342,Woodbury  (temporarily closed),North America,USA,nan,91.0,9.6,3.5,3.5,2.6,4
1349,Nordic Valley,North America,USA,2.9,521.0,9.5,2.5,4.0,3.0,4
1349,Master Ski – Tylicz,Europe,Poland,2.8,113.0,9.5,7.0,2.5,0.0,6
1349,Spout Springs  (temporarily closed),North America,USA,2.7,170.0,9.5,3.0,5.0,1.5,2
1349,Montage Mountain Resort,North America,USA,2.7,309.0,9.5,2.0,4.0,3.5,5
1349,Mont Adstock,North America,Canada,2.7,273.0,9.5,2.5,1.5,5.5,2
1349,Pine Mountain,North America,USA,2.7,111.0,9.5,2.5,5.5,1.5,4
1349,Mt. Jefferson,North America,USA,2.5,102.0,9.5,3.0,4.0,2.5,3
1349,Vlašić,Europe,Bosnia and Herzegovina,2.5,300.0,9.5,6.0,3.0,0.5,6
1349,Skagahøgdi – Gol,Europe,Norway,2.5,470.0,9.5,4.0,3.5,2.0,3
1349,Ål Skisenter,Europe,Norway,2.5,474.0,9.5,5.0,2.0,2.5,5
1349,Adelharz- and Breitensteinlifts – Kranzegg (Rettenberg),Europe,Germany,2.5,341.0,9.5,5.5,4.0,0.0,4
1349,Arnsberg,Europe,Germany,2.5,253.0,9.5,5.5,4.0,0.0,4
1349,Aeschiried,Europe,Switzerland,2.4,462.0,9.5,6.5,3.0,0.0,3
1362,Ergan Dağı,Asia,Turkey,3.1,1220.0,9.4,1.6,6.2,1.6,5
1362,Okushiga Kogen,Asia,Japan,2.9,527.0,9.4,4.6,3.8,1.0,6
1362,Hakuba Norikura,Asia,Japan,2.8,483.0,9.4,3.1,4.3,2.0,9
1362,Vallée Bleue,North America,Canada,2.7,111.0,9.4,2.8,3.8,2.8,3
1362,Monte Terminillo,Europe,Italy,2.7,362.0,9.4,2.0,6.0,1.4,4
1367,Oslo – Tryvann (Skimore),Europe,Norway,3.3,381.0,9.3,3.4,4.6,1.3,10
1367,Wasserngrat – Gstaad,Europe,Switzerland,3.1,665.0,9.3,3.5,3.6,2.2,nan
1367,Järvsö,Europe,Sweden,2.8,200.0,9.3,5.0,3.0,1.3,9
1367,Green Mountain – Brush Creek Ranch,North America,USA,2.4,335.0,9.3,1.1,5.5,2.7,nan
1371,Edelweiss,Asia,Japan,2.7,228.0,9.2,2.4,4.3,2.5,5
1371,Cerreto Laghi,Europe,Italy,2.7,481.0,9.2,0.2,5.0,4.0,2
1373,Jiminy Peak,North America,USA,2.7,344.0,9.1,4.1,2.0,3.0,7
1374,Les Marécottes (Salvan),Europe,Switzerland,3.1,1110.0,9.0,2.7,5.0,1.3,4
1374,Füssener Jöchle – Grän,Europe,Austria,3.0,671.0,9.0,3.0,5.5,0.5,5
1374,Passo dello Stelvio (Stelvio Pass),Europe,Italy,2.9,690.0,9.0,8.0,1.0,0.0,6
1374,Karkogel – Abtenau,Europe,Austria,2.9,488.0,9.0,4.4,1.6,3.0,5
1374,Duolemeidi Mountain Resort – Chongli,Asia,China,2.9,323.0,9.0,3.0,5.0,1.0,3
1374,Kongsberg (Skimore),Europe,Norway,2.8,333.0,9.0,5.0,2.0,2.0,6
1374,Rosswald – Brig,Europe,Switzerland,2.8,716.0,9.0,3.0,2.0,4.0,6
1374,Snow King Mountain – Jackson,North America,USA,2.8,480.0,9.0,3.0,2.5,3.5,4
1374,Dollar Mountain – Sun Valley,North America,USA,2.8,191.0,9.0,7.0,2.0,0.0,5
1374,Georgian Peaks Club,North America,Canada,2.8,249.0,9.0,2.0,6.0,1.0,5
1374,Prali,Europe,Italy,2.7,1060.0,9.0,2.0,4.0,3.0,4
1374,Mittagbahn – Immenstadt,Europe,Germany,2.7,666.0,9.0,1.0,6.0,2.0,2
1374,Panichishte,Europe,Bulgaria,2.7,687.0,9.0,5.0,3.5,0.5,2
1374,Pine Beak (Sugadaira Kogen),Asia,Japan,2.7,362.0,9.0,4.2,3.0,1.8,6
1374,Liberty Mountain,North America,USA,2.7,175.0,9.0,3.0,4.0,2.0,6
1374,Mont Rigaud,North America,Canada,2.7,120.0,9.0,2.0,3.0,4.0,2
1374,Hidden Valley (PA),North America,USA,2.7,160.0,9.0,4.0,3.0,2.0,6
1374,Vysokyy Verh – Zahar Berkut,Europe,Ukraine,2.7,552.0,9.0,5.0,3.0,1.0,5
1374,Toguz-Bulak,Asia,Kyrgyzstan,2.7,330.0,9.0,6.0,2.0,1.0,nan
1374,Alpe Teglio – Prato Valentino,Europe,Italy,2.7,650.0,9.0,3.0,6.0,0.0,2
1374,Monesi di Triora  (temporarily closed),Europe,Italy,2.7,775.0,9.0,4.8,4.0,0.2,2
1374,Gallix  (temporarily closed),North America,Canada,2.7,185.0,9.0,3.0,2.0,4.0,3
1374,Lysá,Europe,Slovakia,2.6,433.0,9.0,1.2,6.6,1.2,5
1374,3-5 Pigadia – Naousa,Europe,Greece,2.6,585.0,9.0,4.0,3.0,2.0,7
1374,McCauley Mountain,North America,USA,2.6,160.0,9.0,3.0,4.0,2.0,5
1374,Kåbdalis,Europe,Sweden,2.6,210.0,9.0,4.0,3.0,2.0,4
1374,Rigi,Europe,Switzerland,2.5,437.0,9.0,4.5,4.5,0.0,7
1374,Les Paccots/Châtel-St-Denis – Corbetta,Europe,Switzerland,2.5,528.0,9.0,5.0,2.0,2.0,11
1374,Klimpfjäll,Europe,Sweden,2.5,206.0,9.0,5.0,3.0,1.0,3
1374,Oddsskarð,Europe,Iceland,2.5,327.0,9.0,3.0,2.0,4.0,3
1374,Isafjördur,Europe,Iceland,2.5,372.0,9.0,4.5,2.5,2.0,3
1374,Fulufjellet,Europe,Norway,2.5,230.0,9.0,5.0,3.0,1.0,2
1374,Mont Castor,North America,Canada,2.5,163.0,9.0,3.0,2.0,4.0,2
1374,Mount Maichen,North America,Canada,2.5,220.0,9.0,4.0,3.0,2.0,2
1374,Hörnle – Bad Kohlgrub,Europe,Germany,2.5,485.0,9.0,6.0,3.0,0.0,2
1374,Antuco,South America,Chile,2.5,450.0,9.0,3.0,4.0,2.0,3
1374,Svanstein  (temporarily closed),Europe,Sweden,2.5,226.0,9.0,5.0,1.0,3.0,4
1374,Prat Peyrot – Mont Aigoual,Europe,France,2.5,211.0,9.0,6.5,2.5,0.0,11
1374,Bald Mountain,North America,USA,2.5,244.0,9.0,3.0,4.0,2.0,2
1374,Mount Olympus,Australia and Oceania,New Zealand,2.4,450.0,9.0,1.0,3.0,5.0,4
1374,Svarstad  (temporarily closed),Europe,Norway,nan,240.0,9.0,6.0,1.0,2.0,3
1415,Wispile – Gstaad,Europe,Switzerland,2.9,896.0,8.9,3.6,3.7,1.6,5
1415,Jeunesse Kurikoma,Asia,Japan,2.6,374.0,8.9,4.2,3.5,1.2,4
1415,Numajiri,Asia,Japan,2.6,319.0,8.9,3.9,4.0,1.0,6
1418,Charmant Hiuchi,Asia,Japan,2.9,508.0,8.8,2.7,3.5,2.6,3
1418,Ryuoo Ski Park,Asia,Japan,2.7,1061.0,8.8,2.5,3.8,2.5,9
1418,Fuentes de Invierno,Europe,Spain,2.7,463.0,8.8,4.2,3.3,1.3,5
1418,St. Gréé,Europe,Italy,2.7,688.0,8.8,4.0,3.2,1.6,2
1418,Imajyo 365  (temporarily closed),Asia,Japan,2.6,321.0,8.8,2.7,4.4,1.7,4
1418,Pintura – Bolognola,Europe,Italy,2.4,415.0,8.8,4.6,2.0,2.2,5
1424,Götschen – Bischofswiesen,Europe,Germany,3.2,400.0,8.7,2.9,1.8,4.0,3
1424,Abali – Van,Asia,Turkey,2.6,542.0,8.7,5.5,2.0,1.2,2
1424,Paljakka,Europe,Finland,2.5,169.0,8.7,3.0,3.5,2.2,4
1427,Gran Sasso – Campo Imperatore,Europe,Italy,2.7,319.0,8.6,2.0,6.0,0.6,4
1427,Grand-Ballon,Europe,France,2.4,290.0,8.6,4.3,3.3,1.0,5
1429,Neunerköpfle – Tannheim,Europe,Austria,3.0,710.0,8.5,2.5,5.0,1.0,6
1429,Fendels,Europe,Austria,2.9,946.0,8.5,3.8,3.6,1.1,6
1429,Pescasseroli,Europe,Italy,2.8,585.0,8.5,3.2,3.4,1.9,5
1429,Buková hora – Čenkovice/Červená Voda,Europe,Czech Republic,2.8,401.0,8.5,2.5,6.0,0.0,7
1429,Brunni – Engelberg,Europe,Switzerland,2.7,1062.0,8.5,3.7,2.9,1.9,10
1429,Krasiya,Europe,Ukraine,2.7,545.0,8.5,2.0,6.0,0.5,4
1429,Černý Důl,Europe,Czech Republic,2.7,271.0,8.5,4.9,3.6,0.0,7
1429,Nemrut,Asia,Turkey,2.7,524.0,8.5,6.0,2.5,0.0,nan
1429,Spring Mountain,North America,USA,2.6,100.0,8.5,4.0,2.5,2.0,4
1429,Golte,Europe,Slovenia,2.6,420.0,8.5,2.9,4.9,0.7,7
1429,Mt. Lemmon Ski Valley,North America,USA,2.6,228.0,8.5,2.5,4.0,2.0,3
1429,Forca Canapine  (temporarily closed),Europe,Italy,2.6,310.0,8.5,2.0,5.0,1.5,4
1429,Krasnoe Ozero,Europe,Russia,2.5,120.0,8.5,4.0,3.6,0.9,9
1429,Meråker Alpinsenter,Europe,Norway,2.4,440.0,8.5,3.5,3.5,1.5,6
1429,Rouge Gazon  (temporarily closed),Europe,France,2.4,147.0,8.5,5.0,3.0,0.5,6
1429,Dombås,Europe,Norway,2.4,338.0,8.5,4.1,4.4,0.0,2
1429,Vierli – Rauland,Europe,Norway,2.4,166.0,8.5,3.5,5.0,0.0,5
1446,Jaworzyna Krynicka,Europe,Poland,2.8,470.0,8.4,1.9,5.5,1.0,10
1446,Ramzová-Bonera – Šerák,Europe,Czech Republic,2.8,563.0,8.4,2.6,4.9,0.9,4
1446,Minakami Kogen,Asia,Japan,2.7,398.0,8.4,4.3,3.0,1.1,4
1446,Tymfristos – Velouchi  (temporarily closed),Europe,Greece,2.6,235.0,8.4,3.7,2.7,2.0,6
1446,Valfjället,Europe,Sweden,2.4,220.0,8.4,4.7,3.0,0.7,5
1446,Muica,Asia,Japan,nan,396.0,8.4,3.8,3.2,1.4,4
1452,Štrbské Pleso,Europe,Slovakia,3.1,444.0,8.3,2.7,5.6,0.0,8
1452,Padola – Ski Area Comelico,Europe,Italy,3.0,732.0,8.3,3.5,2.0,2.8,2
1452,Furkel – Trafoi (Stilfs),Europe,Italy,2.7,870.0,8.3,4.3,3.0,1.0,4
1452,Vallefura Pescocostanzo  (temporarily closed),Europe,Italy,2.6,269.0,8.3,3.8,2.4,2.1,4
1452,Almåsa,Europe,Sweden,2.4,296.0,8.3,5.1,1.4,1.8,2
1452,Toggenburg Ski Center  (temporarily closed),North America,USA,nan,160.0,8.3,3.2,2.0,3.1,5
1458,Tanvaldský Špičák,Europe,Czech Republic,2.7,270.0,8.2,5.3,2.3,0.6,9
1458,Solnechnaya Dolina (Sunny Valley),Europe,Russia,2.5,210.0,8.2,3.1,5.1,0.0,9
1460,Le Revard,Europe,France,2.6,268.0,8.1,5.0,2.0,1.1,5
1461,Nesselwang – Alpspitze (Alpspitzbahn),Europe,Germany,3.5,563.0,8.0,6.0,2.0,0.0,6
1461,Oberaudorf – Hocheck,Europe,Germany,3.2,362.0,8.0,3.0,4.0,1.0,7
1461,Kolbensattel – Oberammergau,Europe,Germany,3.1,416.0,8.0,7.4,0.6,0.0,9
1461,Geißkopf – Bischofsmais,Europe,Germany,3.0,265.0,8.0,1.8,5.3,0.9,8
1461,Postwiesen Skidorf – Neuastenberg,Europe,Germany,3.0,125.0,8.0,3.0,3.4,1.6,9
1461,Yıldız Dağı – Sivas,Asia,Turkey,nan,690.0,8.0,nan,nan,nan,3
1461,Belchen,Europe,Germany,2.9,263.0,8.0,6.0,2.0,0.0,nan
1461,Jisan Forest Resort,Asia,South Korea,2.9,204.0,8.0,4.0,3.0,1.0,5
1461,Sun Meadows,Asia,Japan,2.8,300.0,8.0,3.0,4.0,1.0,3
1461,Bachledova/Jezersko/Frankova,Europe,Slovakia,2.8,340.0,8.0,2.9,3.6,1.5,10
1461,Azuga,Europe,Romania,2.8,561.0,8.0,2.5,5.5,0.0,6
1461,Hidafunayama Snow Resort Arkopia,Asia,Japan,2.7,400.0,8.0,3.0,2.5,2.5,4
1461,Star Spur Ryokufu Resort Hida Nagareha,Asia,Japan,2.7,610.0,8.0,2.0,6.0,0.0,7
1461,Crotched Mountain,North America,USA,2.7,268.0,8.0,2.5,4.0,1.5,4
1461,Recoaro Mille  (temporarily closed),Europe,Italy,2.7,620.0,8.0,3.0,3.0,2.0,4
1461,Ichinose Family Resort,Asia,Japan,2.7,330.0,8.0,4.2,2.3,1.5,4
1461,Parâng,Europe,Romania,2.7,420.0,8.0,0.6,4.3,3.1,8
1461,Kope,Europe,Slovenia,2.7,532.0,8.0,2.8,3.6,1.6,7
1461,Massanutten,North America,USA,2.7,338.0,8.0,2.0,3.5,2.5,7
1461,Cogne – Gran Paradiso,Europe,Italy,2.7,737.0,8.0,2.0,5.0,1.0,4
1461,Sant'Annapelago,Europe,Italy,2.7,600.0,8.0,4.0,2.0,2.0,3
1461,Bousquet,North America,USA,2.7,228.0,8.0,3.0,2.0,3.0,2
1461,Big Squaw,North America,USA,2.7,174.0,8.0,3.0,3.0,2.0,nan
1461,Yamaboku – Yamada Bokujo,Asia,Japan,2.7,274.0,8.0,3.0,3.0,2.0,3
1461,Alpine Mountain Ski & Snow Tubing Center  (temporarily closed),North America,USA,2.7,153.0,8.0,2.0,4.0,2.0,3
1461,Scanno – Monte Rotondo,Europe,Italy,2.7,635.0,8.0,2.2,5.8,0.0,4
1461,Mohawk Mountain,North America,USA,2.7,174.0,8.0,3.0,2.0,3.0,5
1461,Mont Gleason,North America,Canada,2.7,190.0,8.0,2.0,4.0,2.0,3
1461,Chamois,Europe,Italy,2.7,687.0,8.0,1.0,7.0,0.0,6
1461,Mount Jamieson – Timmins,North America,Canada,2.6,100.0,8.0,4.0,2.0,2.0,3
1461,Alpe Devero – Baceno,Europe,Italy,2.6,600.0,8.0,2.0,5.0,1.0,3
1461,Hidden Valley (AB),North America,Canada,2.6,200.0,8.0,3.0,3.0,2.0,4
1461,Norway Mountain,North America,USA,2.6,106.0,8.0,2.5,3.5,2.0,6
1461,Vallée du Parc,North America,Canada,2.6,160.0,8.0,2.0,3.0,3.0,6
1461,Laurel Mountain,North America,USA,2.6,232.0,8.0,4.0,3.0,1.0,2
1461,Calabogie Peaks,North America,Canada,2.6,210.0,8.0,4.0,4.0,0.0,2
1461,Misery Mountain,North America,Canada,2.6,147.0,8.0,3.0,3.0,2.0,3
1461,Čertova hora – Harrachov,Europe,Czech Republic,2.6,357.0,8.0,3.7,3.0,1.3,4
1461,Mont Vidéo,North America,Canada,2.6,90.0,8.0,2.0,2.0,4.0,2
1461,Gaaler Lifte – Gaal,Europe,Austria,2.6,370.0,8.0,3.5,4.0,0.5,3
1461,Zinkenlifte – Dürrnberg (Hallein),Europe,Austria,2.6,484.0,8.0,2.0,5.5,0.5,3
1461,Jeizinen Feselalp – Gampel/Steg,Europe,Switzerland,2.6,674.0,8.0,6.0,2.0,0.0,6
1461,Colle di Joux  (temporarily closed),Europe,Italy,2.6,347.0,8.0,4.0,2.5,1.5,2
1461,Zum Zeri – Passo dei due Santi,Europe,Italy,2.6,218.0,8.0,1.5,5.3,1.2,2
1461,Eggberge – Altdorf,Europe,Switzerland,2.6,280.0,8.0,4.0,4.0,0.0,2
1461,Špičák,Europe,Czech Republic,2.6,356.0,8.0,3.5,3.6,0.9,8
1461,Monte Livata – Subiaco-Monna dell'Orso,Europe,Italy,2.6,371.0,8.0,4.0,3.0,1.0,4
1461,Postalm am Wolfgangsee,Europe,Austria,2.6,300.0,8.0,5.0,2.0,1.0,6
1461,Aillon-le-Jeune,Europe,France,2.6,312.0,8.0,1.5,6.5,0.0,5
1461,Gesundaberget  (temporarily closed),Europe,Sweden,2.5,215.0,8.0,4.0,3.0,1.0,5
